date,person,plot,climate,treatment,subplot,position,species,species_full,ID,x_coord,y_coord,rosette_spring_2020,rosette_autmn_2020,area_spring_2020,area_autumn_2020,number_leafs_spring_2020,number_leafs_02.-03.06.2020,number_rosettes_spring_2020,number_flowers_12.-20.05.2020,number_flowers_02/03.06.2020,number_flowers_18.08.2020,number_flowers_5./6.11.2020,seedling_spring_2020,Comments 2020,seedling_autumn_2020,seedling_spring_2018,seedling_autumn_2018,rosette_2019,area_spring_2019,xleaf_spring_2019,number_flowers_spring_2019,number_flowers_July_2019,seedling_spring_2019,seedling_autumn_19,comments,number_flowers_autumn_2019,number_flowers_aug_2019, rosette_2018,area_spring_2018,area_cm2_august18,max_leaf_length_cm,xleaf_spring_2018,leaf_number_august_2018,flowers_1st_harvest,flowers_2nd_harvest,comments
08.05.2018,Georg,5_5,ambient,insect_pathogen,1,bottom left,Tri_pra,Trifolium_pratense,,42,3,,,,,,,,,,,,,,,3,1,,,,,,6,,,,,5*3,15,,,,,0,0,
08.05.2018,Georg,5_5,ambient,insect_pathogen,1,bottom left,Tri_pra,Trifolium_pratense,,29,32,,,,,,,,,,,,,,,3,1,,,,,,6,,,,,12*5,60,,,,,0,0,
08.05.2018,Georg,5_5,ambient,insect_pathogen,1,bottom left,Tri_pra,Trifolium_pratense,1669,27.5,6.5,,,,,,,,,,,,,,,3,1,1x1,1,,,,6,,,,,5*6,30,,,,,0,1,
08.05.2018,Georg,5_5,ambient,insect_pathogen,1,bottom left,Tri_pra,Trifolium_pratense,1772,28,11,,,,,,,,,,,,,,,3,1,4x3,12,,,,6,,1 bud,,,4*3,12,,,,,0,0,
08.05.2018,Georg,5_5,ambient,insect_pathogen,1,bottom left,Tri_pra,Trifolium_pratense,1773,14,1.5,,,,,,,,,,,,,,,3,1,1x1,1,,,,6,,,,,2.5*2.5,6.25,,,,,0,3,
08.05.2018,Georg,5_5,ambient,insect_pathogen,1,bottom left,Tri_pra,Trifolium_pratense,1774,0,1,,,,,,,,,,,,,,,3,1,1x1,1,,,,6,,,,,4*5,20,,,,,0,0,
08.05.2018,Georg,5_5,ambient,insect_pathogen,1,bottom left,Tri_pra,Trifolium_pratense,,13,13,,,,,,,,,,,,,,,3,1,,,,,,6,,,,,5*4,20,,,,,0,0,
08.05.2018,Georg,5_5,ambient,insect_pathogen,1,bottom left,Tri_pra,Trifolium_pratense,,8.5,15,,,,,,,,,,,,,,,3,1,,,,,,6,,,,,2*3.5,7,,,,,0,0,
08.05.2018,Georg,5_5,ambient,insect_pathogen,1,bottom left,Tri_pra,Trifolium_pratense,,9,40.5,,,,,,,,,,,,,,,3,1,,,,,,6,,,,,5*5,25,,,,,0,0,
08.05.2018,Georg,5_5,ambient,insect_pathogen,1,bottom left,Tri_pra,Trifolium_pratense,,19,36.5,,,,,,,,,,,,,,,3,1,,,,,,6,,,,,8*5,40,,,,,0,2,
08.05.2018,Georg,5_5,ambient,insect_pathogen,1,bottom left,Tri_pra,Trifolium_pratense,1775,31,43,,,,,,,,,,,,,,,3,1,4x3,12,,,,6,,,,,4*5,20,,,,,0,0,
08.05.2018,Georg,5_5,ambient,insect_pathogen,1,bottom left,Tri_pra,Trifolium_pratense,,35,35,,,,,,,,,,,,,,,3,1,,,,,,6,,,,,7*5.5,38.5,,,,,0,0,
08.05.2018,Georg,5_5,ambient,insect_pathogen,1,bottom left,Tri_pra,Trifolium_pratense,,40,50,,,,,,,,,,,,,,,3,1,,,,,,6,,,,,4*4,16,,,,,0,0,
14.05.2019,Martin,5_5,ambient,insect_pathogen,1,bottom left,Pla_lan,Plantago_lanceolata,,4,6,,,,,5,,1,,,,,,,,,,,,6,,,2,,1 rosette,,,,,,,,,,,
14.05.2019,Martin,5_5,ambient,insect_pathogen,1,bottom left,Pla_lan,Plantago_lanceolata,,42,39,,,,,6,,1,,,,,,,,,,,,4,,,2,,1 rosette,,,,,,,,,,,
14.05.2019,Martin,5_5,ambient,insect_pathogen,1,bottom left,Ant_odo,Anthoxanthum_odoratum,,15,35,,,,,,,,,,,,,,,,,0.5x0.5,0.25,,,,,,,,,,,,,,,,,
14.05.2019,Martin,5_5,ambient,insect_pathogen,1,bottom left,Bro_ere,Bromus_erectus,1698,40,1,6*8,,48,,,,,22,,,,,,,,,4x4,16,,1,,3,,,,,,,,,,,,,
14.05.2019,Martin,5_5,ambient,insect_pathogen,1,bottom left,Sca_och,Scabiosa_ochroleuca,,17,23,5*5,,25,,,,,,,,,,,,,,4x5,20,,,,,,,5,,,,,,,,,,
14.05.2019,Martin,5_5,ambient,insect_pathogen,1,bottom left,Tri_pra,Trifolium_pratense,1776,42,20,,,,,,,,,,,,,,,,,3x4,12,,,,6,,,,,,,,,,,,,
14.05.2019,Martin,5_5,ambient,insect_pathogen,1,bottom left,Tri_pra,Trifolium_pratense,1106,8,20,,,,,,,,,,,,,,,,,1x1,1,,,,6,,,,,,,,,,,,,
14.05.2019,Martin,5_5,ambient,insect_pathogen,1,bottom left,Tri_pra,Trifolium_pratense,,16,28,,,,,,,,,,,,,,,,,2x2,4,,,,6,,,,,,,,,,,,,
14.05.2019,Martin,5_5,ambient,insect_pathogen,1,bottom left,Dia_car,Dianthus_carth,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
13.05.2020,Lotte,5_5,ambient,insect_pathogen,1,bottom left,Pla_lan,Plantago_lanceolata,,2,20,,,,,22,,3,,,1,,,grown in,,,,,,,,,,,,,,,,,,,,,,
13.05.2020,Lotte,5_5,ambient,insect_pathogen,1,bottom left,Bro_ere,Bromus_erectus,3011,8,15,0.5*1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.05.2020,Lotte,5_5,ambient,insect_pathogen,1,bottom left,Bro_ere,Bromus_erectus,3010,10,37,2*1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.05.2020,Lotte,5_5,ambient,insect_pathogen,1,bottom left,Pla_lan,Plantago_lanceolata,,28,27,,,,,16,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
08.05.2018,Georg,5_5,ambient,insect_pathogen,2,center,Bro_ere,Bromus_erectus,1778,36,15,5*6,,30,,,,,22,,,,,,4,,,4x5,20,,2,,3,1,,,,0.5*0.5,0.25,,,,,1,0,
08.05.2018,Georg,5_5,ambient,insect_pathogen,2,center,Bro_ere,Bromus_erectus,1385,33,20,10*10,,100,,,,,43,,,,,,,,,7x8,56,,8,,3,,,,,9*11.5,103.5,,,,,3,0,
08.05.2018,Georg,5_5,ambient,insect_pathogen,2,center,Bro_ere,Bromus_erectus,1779,7,26,13*12,,156,,,,,65,,,,,,,,,9x9,81,,24,,3,,,,,4.5*3,13.5,,,,,4,0,
08.05.2018,Georg,5_5,ambient,insect_pathogen,2,center,Bro_ere,Bromus_erectus,,10,33,,,,,,,,,,,,,,,,,,,,,,3,,,,,6*7,42,,,,,7,0,
08.05.2018,Georg,5_5,ambient,insect_pathogen,2,center,Pla_lan,Plantago_lanceolata,,0,6,,,,,50,,5,,,,,,,,,,,,76,,,,2,3 rosettes,,,,,,34,5,6,0,1,
08.05.2018,Georg,5_5,ambient,insect_pathogen,2,center,Tri_pra,Trifolium_pratense,,,,,,,,,,,,,,,,,,6,,,,,,,7,,,,,,,,,,,NA,NA,only seedlings counted
14.05.2019,Martin,5_5,ambient,insect_pathogen,2,center,Bro_ere,Bromus_erectus,1780,44,43,2*1,,2,,,,,1,,,,,,,,,1x1,1,,,,,,,,,,,,,,,,,
14.05.2019,Martin,5_5,ambient,insect_pathogen,2,center,Pla_lan,Plantago_lanceolata,,25,50,,,,,19,,2,,,,,,,,,,,,9,,,,,1 rosette,,,,,,,,,,,
14.05.2019,Martin,5_5,ambient,insect_pathogen,2,center,Pla_lan,Plantago_lanceolata,,19,46,,,,,,,,,,,,,,,,,,,4,,,,,1 rosette,,,,,,,,,,,
13.05.2020,Lotte,5_5,ambient,insect_pathogen,2,center,Bro_ere,Bromus_erectus,3012,33,3,1*1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.05.2020,Lotte,5_5,ambient,insect_pathogen,2,center,Bro_ere,Bromus_erectus,3013,13,10,3*2,,6,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
08.05.2018,Georg,5_5,ambient,insect_pathogen,3,top right,Bro_ere,Bromus_erectus,1781,42,3,1*2,,2,,,,,2,,,,,,4,,,1x1,1,,,,4,3,maybe seedling,,,1*1,1,,,,,1,0,
06.11.2018,Martin,5_5,ambient,insect_pathogen,3,top right,Pla_lan,Plantago_lanceolata,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,NA,NA,
08.05.2018,Georg,5_5,ambient,insect_pathogen,3,top right,Tra_ori,Tragopogon_orientalis,616,26,-3.5,,,,,22,,,,1,,,,,,,1,,,5,,,,1,,,,,,,38,4,,0,0,
08.05.2018,Georg,5_5,ambient,insect_pathogen,3,top right,Tra_ori,Tragopogon_orientalis,617,18,-7.5,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,34.5,3,,0,0,
08.05.2018,Georg,5_5,ambient,insect_pathogen,3,top right,Tra_ori,Tragopogon_orientalis,618,-7.5,16,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,38.5,3,,0,0,
08.05.2018,Georg,5_5,ambient,insect_pathogen,3,top right,Tri_pra,Trifolium_pratense,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,NA,NA,only seedlings counted
14.05.2019,Martin,5_5,ambient,insect_pathogen,3,top right,Sca_och,Scabiosa_ochroleuca,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
14.05.2019,Martin,5_5,ambient,insect_pathogen,3,top right,Bro_ere,Bromus_erectus,1782,30,6.5,4*5,,20,,,,,6,,,,,,,,,1.5x1,1.5,,,,4,,,,,,,,,,,,,
14.05.2019,Martin,5_5,ambient,insect_pathogen,3,top right,Tri_pra,Trifolium_pratense,1783,30,15,,,,,,,,,,,,,,,,,1x1,,,,,4,,,,,,,,,,,,,
14.05.2019,Martin,5_5,ambient,insect_pathogen,3,top right,Bro_ere,Bromus_erectus,1784,9,25,6*6,,36,,,,,8,,,,,,,,,1x1,1,,,,4,,,,,,,,,,,,,
14.05.2019,Martin,5_5,ambient,insect_pathogen,3,top right,Pla_lan,Plantago_lanceolata,,16,9.5,,,,,20,,3,,,1,,,,,,,,,9,,,,,,,1,,,,,,,,,
14.05.2019,Martin,5_5,ambient,insect_pathogen,3,top right,Pla_lan,Plantago_lanceolata,,27,18.5,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,
13.05.2020,Lotte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.05.2020,Lotte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.05.2020,Lotte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.05.2020,Lotte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.05.2020,Lotte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.05.2020,Lotte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.05.2020,Lotte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05.11.2020,Martin,5_5,ambient,insect_pathogen,3,top right,Bro_ere,Bromus_erectus,,35,10,,2*2,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05.11.2020,Martin,5_5,ambient,insect_pathogen,3,top right,Bro_ere,Bromus_erectus,,48,25,,2*1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08.05.2018,Georg,5_5,ambient,insect_pathogen,4,bottom right,Bro_ere,Bromus_erectus,,40.5,11,,,,,,,,,,,,,,,,,,,,,,4,3,,,,0.5*0.5,0.25,,,,,1,0,
08.05.2018,Georg,5_5,ambient,insect_pathogen,4,bottom right,Bro_ere,Bromus_erectus,,46,42,,,,,,,,,,,,,,,,,,,,,,4,,,,,1.5*1,1.5,,,,,0,0,
08.05.2018,Georg,5_5,ambient,insect_pathogen,4,bottom right,Bro_ere,Bromus_erectus,1787,0,0,10*10,,100,,,,,46,,,,1,,,,,7x6,42,,6,,4,,,,,0.5*0.5,0.25,,,,,1,0,
08.05.2018,Georg,5_5,ambient,insect_pathogen,4,bottom right,Pla_lan,Plantago_lanceolata,,28,11.5,,,,,17,,3,,,,,,,,,,,,36,,,,,3 rosettes,,,,,,38,4,3,0,0,
14.05.2019,Martin,5_5,ambient,insect_pathogen,4,bottom right,Pla_lan,Plantago_lanceolata,,23,10.5,,,,,13,,3,,,,,,,,,,,,25,4,,,,2 rosettes,,,,,,,,,,,
14.05.2019,Martin,5_5,ambient,insect_pathogen,4,bottom right,Bro_ere,Bromus_erectus,1785,42,21,3*4,,12,,,,,1,,,,,,,,,1x1,1,,,,,,,,,,,,,,,,,
14.05.2019,Martin,5_5,ambient,insect_pathogen,4,bottom right,Bro_ere,Bromus_erectus,1766,16,26,,,,,,,,,,,,,,,,,2x0.5,1,,,,,,,,,,,,,,,,,
14.05.2019,Martin,5_5,ambient,insect_pathogen,4,bottom right,Tra_ori,Tragopogon_orientalis,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
14.05.2019,Martin,5_5,ambient,insect_pathogen,4,bottom right,Tri_pra,Trifolium_pratense,,,,,,,,,,,,,,,,,,,,,,,,,3,1,,,,,,,,,,,,
14.05.2019,Martin,5_5,ambient,insect_pathogen,4,bottom right,Bro_ere,Bromus_erectus,1788,16,13.5,,,,,,,,,,,,,,,,,1x1,1,,,,,,,,,,,,,,,,,
08.05.2018,Georg,5_5,ambient,insect_pathogen,5,top left,Pla_lan,Plantago_lanceolata,,14,11,,,,,,,,,,,,,,,,,,,10,,,,1,,,,,,,27,9,0,0,0,
08.05.2018,Georg,5_5,ambient,insect_pathogen,5,top left,Pla_lan,Plantago_lanceolata,,36,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.5,3,0,0,0,
14.05.2019,Martin,5_5,ambient,insect_pathogen,5,top left,Tri_pra,Trifolium_pratense,,26,41,,,,,,,,,,,,,,,,,3x2,6,,,,1,,,,,,,,,,,,,
14.05.2019,Martin,5_5,ambient,insect_pathogen,5,top left,Ant_odo,Anthoxanthum_odoratum,,5,13.5,,,,,,,,,,,,,,,,,0.5x0.5,0.25,,,,,,maybe seedling,,,,,,,,,,,
14.05.2019,Martin,5_5,ambient,insect_pathogen,5,top left,Ant_odo,Anthoxanthum_odoratum,,26,6,,,,,,,,,,,,,,,,,0.5x0.5,0.25,,,,,,maybe seedling,,,,,,,,,,,
05.11.2019,Martin,5_5,ambient,insect_pathogen,5,top left,Pla_lan,Plantago_lanceolata,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,
07.05.2018,Martin,5_5,ambient,pathogen,1,bottom left,Ant_odo,Anthoxanthum_odoratum,,59,41,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5*0.5,0.25,,,,,0,0,
06.11.2018,Martin,5_5,ambient,pathogen,1,bottom left,Bro_ere,Bromus_erectus,,,,,,,,,,,,,,,,,,,1,,,,,,,2,,,,,,,,,,NA,NA,
06.11.2018,Martin,5_5,ambient,pathogen,1,bottom left,Pla_lan,Plantago_lanceolata,,,,,,,,,,,,,,,,,,,1,,,,,,2,,,,,,,,,,,NA,NA,
07.05.2018,Martin,5_5,ambient,pathogen,1,bottom left,Tra_ori,Tragopogon_orientalis,,48,43,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,36,4,,0,0,
07.05.2018,Martin,5_5,ambient,pathogen,1,bottom left,Tra_ori,Tragopogon_orientalis,,6,8.5,,,,,4,,,,,,,2,dead and new Ind?,,,,,,14,,2,,,,,3,1,,,24.5,3,,0,0,seedling?
07.05.2018,Martin,5_5,ambient,pathogen,1,bottom left,Tri_pra,Trifolium_pratense,1523,26,4,,,,,,,,,,,,,,,2,,4x4,16,,,,3,,,,,3*4,12,,,,,0,0,
07.05.2018,Martin,5_5,ambient,pathogen,1,bottom left,Tri_pra,Trifolium_pratense,,38,11,,,,,,,,,,,,,,,,,,,,,,3,,,,,2.5*3,7.5,,,,,0,0,
07.05.2018,Martin,5_5,ambient,pathogen,1,bottom left,Tri_pra,Trifolium_pratense,1108,44,9,,,,,,,,,,,,,,,,,4x4,16,,,,3,,,,,4*4,16,,,,,0,0,
07.05.2018,Martin,5_5,ambient,pathogen,1,bottom left,Tri_pra,Trifolium_pratense,,47,19,,,,,,,,,,,,,,,,,,,,,,3,,,,,2*2,4,,,,,0,0,
07.05.2018,Martin,5_5,ambient,pathogen,1,bottom left,Tri_pra,Trifolium_pratense,1068,42,23,,,,,,,,,,,,,,,,,3x2,6,,,,3,,,,,5*4,20,,,,,0,0,
07.05.2018,Martin,5_5,ambient,pathogen,1,bottom left,Tri_pra,Trifolium_pratense,,40,21,,,,,,,,,,,,,,,,,,,,,,3,,,,,3*3,9,,,,,0,0,
07.05.2018,Martin,5_5,ambient,pathogen,1,bottom left,Tri_pra,Trifolium_pratense,,28,19.5,,,,,,,,,,,,,,,,,,,,,,3,,,,,3*3,9,,,,,0,0,
07.05.2018,Martin,5_5,ambient,pathogen,1,bottom left,Tri_pra,Trifolium_pratense,,29.5,17.5,,,,,,,,,,,,,,,,,,,,,,3,,,,,1*1,1,,,,,0,0,right next to the small rosette
07.05.2018,Martin,5_5,ambient,pathogen,1,bottom left,Tri_pra,Trifolium_pratense,,11,7,,,,,,,,,,,,,,,,,,,,,,3,,,,,3*3,9,,,,,0,0,
07.05.2018,Martin,5_5,ambient,pathogen,1,bottom left,Tri_pra,Trifolium_pratense,,3,18,,,,,,,,,,,,,,,,,,,,,,3,,,,,4*4,16,,,,,0,0,
07.05.2018,Martin,5_5,ambient,pathogen,1,bottom left,Tri_pra,Trifolium_pratense,1328,10,23,,,,,,,,,,,,,,,,,1x1,1,,,,3,,,,,2*3,6,,,,,0,0,
07.05.2018,Martin,5_5,ambient,pathogen,1,bottom left,Tri_pra,Trifolium_pratense,,10.5,38,,,,,,,,,,,,,,,,,,,,,,3,,,,,3*3,9,,,,,0,0,
07.05.2018,Martin,5_5,ambient,pathogen,1,bottom left,Tri_pra,Trifolium_pratense,,15.5,38,,,,,,,,,,,,,,,,,,,,,,3,,,,,3.5*3,10.5,,,,,0,0,
07.05.2018,Martin,5_5,ambient,pathogen,1,bottom left,Tri_pra,Trifolium_pratense,,23.5,34,,,,,,,,,,,,,,,,,,,,,,3,,,,,3.5*3,10.6,,,,,0,1,
07.05.2018,Martin,5_5,ambient,pathogen,1,bottom left,Tri_pra,Trifolium_pratense,,22,38,,,,,,,,,,,,,,,,,,,,,,3,,,,,3*4,12,,,,,0,0,
07.05.2018,Martin,5_5,ambient,pathogen,1,bottom left,Tri_pra,Trifolium_pratense,,26.5,26,,,,,,,,,,,,,,,,,,,,,,3,,,,,3*2,6,,,,,0,0,
07.05.2018,Martin,5_5,ambient,pathogen,1,bottom left,Tri_pra,Trifolium_pratense,,11,29.5,,,,,,,,,,,,,,,,,,,,,,3,,,,,3*2,6,,,,,0,0,
07.05.2018,Martin,5_5,ambient,pathogen,1,bottom left,Tri_pra,Trifolium_pratense,,41,35,,,,,,,,,,,,,,,,,,,,,,3,,,,,4*3,12,,,,,0,0,in pile of dirt
07.05.2018,Martin,5_5,ambient,pathogen,1,bottom left,Tri_pra,Trifolium_pratense,1553,37.5,43,,,,,,,,,,,,,,,,,2x2,4,,,,3,,,,,4*4,16,,,,,0,0,
07.05.2018,Martin,5_5,ambient,pathogen,1,bottom left,Tri_pra,Trifolium_pratense,,11,40,,,,,,,,,,,,,,,,,,,,,,3,,,,,5*4,20,,,,,0,0,
14.05.2019,Martin,5_5,ambient,pathogen,1,bottom left,Ant_odo,Anthoxanthum_odoratum,,36,8,,,,,,,,,,,,,,,,,1x0.5,0.5,,,,1,,,,,,,,,,,,,
14.05.2019,Martin,5_5,ambient,pathogen,1,bottom left,Ant_odo,Anthoxanthum_odoratum,,38,9,2*2,,4,,,,,3,,,,,,,,,1x0.5,0.5,,,,1,,,,,,,,,,,,,
14.05.2019,Martin,5_5,ambient,pathogen,1,bottom left,Bro_ere,Bromus_erectus,1545,43,8,2*2,,4,,,,,,,,,,,,,,1.5x1,1.5,,,,,,,,,,,,,,,,,
14.05.2019,Martin,5_5,ambient,pathogen,1,bottom left,Ant_odo,Anthoxanthum_odoratum,,26,22,,,,,,,,,,,,,,,,,0.5x0.5,0.25,,,,,,,,,,,,,,,,,
14.05.2019,Martin,5_5,ambient,pathogen,1,bottom left,Bro_ere,Bromus_erectus,1550,5,24,5*5,,25,,,,,9,,,,,,,,,2x1.5,3,,1,,,,,,,,,,,,,,,
14.05.2019,Martin,5_5,ambient,pathogen,1,bottom left,Ant_odo,Anthoxanthum_odoratum,,25,33,,,,,,,,,,,,,,,,,0.5x0.5,0.25,,,,1,,,,,,,,,,,,,
14.05.2019,Martin,5_5,ambient,pathogen,1,bottom left,Bro_ere,Bromus_erectus,1552,22,42,,,,,,,,,,,,,,,,,2x0.5,1,,,,,,,,,,,,,,,,,
14.05.2019,Martin,5_5,ambient,pathogen,1,bottom left,Ant_odo,Anthoxanthum_odoratum,,21,24.5,,,,,,,,,,,,,,,,,2x1,2,,,,,,,,,,,,,,,,,
14.05.2019,Martin,5_5,ambient,pathogen,1,bottom left,Tri_pra,Trifolium_pratense,1551,35,35,,,,,,,,,,,,,,,,,1x1,1,,,,,,,,,,,,,,,,,
14.05.2019,Martin,5_5,ambient,pathogen,1,bottom left,Tri_pra,Trifolium_pratense,1577,30,46,,,,,,,,,,,,,,,,,1x1,1,,,,,,,,,,,,,,,,,
14.05.2019,Martin,5_5,ambient,pathogen,1,bottom left,Bro_ere,Bromus_erectus,1575,21,23,,,,,,,,,,,,,,,,,1x0.5,,,,,,,,,,,,,,,,,,
12.08.2019,Martin,5_5,ambient,pathogen,1,bottom left,Dia_car,Dianthus_carth,,33,42,8*6,,48,,,,,,,,,1,,2,,,4x3,12,,,,,1,,14,8,,,,,,,,,
13.05.2020,Lotte,5_5,ambient,pathogen,1,bottom left,Bro_ere,Bromus_erectus,1575,20,26,2*3,,6,,,,,,,,,,already marked,,,,,,,,,,,,,,,,,,,,,,
13.05.2020,Lotte,5_5,ambient,pathogen,1,bottom left,Tri_pra,Trifolium_pratense,,17,24,0.5*1,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.05.2020,Lotte,5_5,ambient,pathogen,1,bottom left,Tra_ori,Tragopogon_orientalis,,4,10,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07.05.2018,Martin,5_5,ambient,pathogen,2,center,Ant_odo,Anthoxanthum_odoratum,,22,24,,,,,,,,,,,,,,,,,,,,,,1,,,,,0.5*0.5,0.25,,,,,0,0,
07.05.2018,Martin,5_5,ambient,pathogen,2,center,Bro_ere,Bromus_erectus,1576,24.5,1,5*3,,15,,,,,4,,,,,,,,,2x3,6,,,,,3,,,,0.5*0.5,0.25,,,,,0,0,
07.05.2018,Martin,5_5,ambient,pathogen,2,center,Bro_ere,Bromus_erectus,,5.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1*2,2,,,,,0,0,
07.05.2018,Martin,5_5,ambient,pathogen,2,center,Bro_ere,Bromus_erectus,1672,39.5,30,7*6,,42,,,,,16,,,,,,,,,5x4,20,,3,,,,,,,4*3,12,,,,,0,0,
07.05.2018,Martin,5_5,ambient,pathogen,2,center,Pla_lan,Plantago_lanceolata,,30.5,30.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,3,0,0,0,
07.05.2018,Martin,5_5,ambient,pathogen,2,center,Tri_pra,Trifolium_pratense,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,NA,NA,
14.05.2019,Martin,5_5,ambient,pathogen,2,center,Sca_och,Scabiosa_ochroleuca,,35,15,6*2,,12,,,,,,,,,,,,,,3x4,12,,,,,,,,,,,,,,,,,
14.05.2019,Martin,5_5,ambient,pathogen,2,center,Sca_och,Scabiosa_ochroleuca,,24,50,6*5,,30,,,,,,,,,,,,,,8x6,48,,,,,,,19,7,,,,,,,,,
14.05.2019,Martin,5_5,ambient,pathogen,2,center,Bro_ere,Bromus_erectus,,13.5,1,6*6,,36,,,,,15,,,,,,,,,3x2,6,,,,,,,,,,,,,,,,,
14.05.2019,Martin,5_5,ambient,pathogen,2,center,Bro_ere,Bromus_erectus,1639,49,31,4*4,,16,,,,,2,,,,,,,,,2x1,2,,,,,,,,,,,,,,,,,
14.05.2019,Martin,5_5,ambient,pathogen,2,center,Ant_odo,Anthoxanthum_odoratum,,10,44,,,,,,,,,,,,,,,,,0.5x0.5,0.25,,,,,,,,,,,,,,,,,
14.05.2019,Martin,5_5,ambient,pathogen,2,center,Ant_odo,Anthoxanthum_odoratum,,10,14,,,,,,,,,,,,,,,,,0.5x0.5,0.25,,,,,,,,,,,,,,,,,
12.08.2019,Martin,5_5,ambient,pathogen,2,center,Dia_car,Dianthus_carth,,41,45,4*3,,12,,,,,,,7,,,,1,,,4x4,16,,,,,30,,7,2,,,,,,,,,
13.05.2020,Lotte,5_5,ambient,pathogen,2,center,Tra_ori,Tragopogon_orientalis,,44,22,,,,,19,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
07.05.2018,Martin,5_5,ambient,pathogen,3,top right,Bro_ere,Bromus_erectus,1640,13,26,8*10,,80,,,,,20,,,,,,3,,,5x7,35,,3,,1,1,,,,7*6,42,,,,,10,0,
07.05.2018,Martin,5_5,ambient,pathogen,3,top right,Bro_ere,Bromus_erectus,1641,2,23,7*10,,70,,,,,29,,,,,,,,,6x4,24,,6,,,,,,,4*3,12,,,,,5,0,
07.05.2018,Martin,5_5,ambient,pathogen,3,top right,Bro_ere,Bromus_erectus,,0,32,,,,,,,,,,,,,,,,,,,,,,,,,,,5*6,30,,,,,8,0,
07.05.2018,Martin,5_5,ambient,pathogen,3,top right,Bro_ere,Bromus_erectus,1642,9.5,18,2*2,,4,,,,,1,,,,,,,,,2x3,6,,1,,,,,,,2*3,2,,,,,2,0,
07.05.2018,Martin,5_5,ambient,pathogen,3,top right,Pla_lan,Plantago_lanceolata,573,-14.5,46,,,,,10,,,,,,,,Plantato intermedia,2,,2,,,56,,,7,4,3 rosettes,,,,,,23,,,0,0,
07.05.2018,Martin,5_5,ambient,pathogen,3,top right,Pla_lan,Plantago_lanceolata,,23,38,,,,,,,,,,,,,,,,2,,,,,,7,,,,,,,,22,,,0,0,
07.05.2018,Martin,5_5,ambient,pathogen,3,top right,Pla_lan,Plantago_lanceolata,,21,33,,,,,,,,,,,,,,,,2,,,62,,,7,,8 rosettes,,,,,,25,,,0,19,
07.05.2018,Martin,5_5,ambient,pathogen,3,top right,Pla_lan,Plantago_lanceolata,,33,28.5,,,,,,,,,,,,,,,,2,,,,,,7,,,,,,,,26,,0,0,0,
07.05.2018,Martin,5_5,ambient,pathogen,3,top right,Pla_lan,Plantago_lanceolata,,34,44.5,,,,,7,,,,,,,1,,,,2,,,6,,,7,,1 rosette,,,,,,19,,2,0,0,
07.05.2018,Martin,5_5,ambient,pathogen,3,top right,Pla_lan,Plantago_lanceolata,,40,39,,,,,,,,,,,,,,,,2,,,3,,,7,,1 rosette,,,,,,19,,0,0,0,
07.05.2018,Martin,5_5,ambient,pathogen,3,top right,Pla_lan,Plantago_lanceolata,,40,18.5,,,,,,,,,,,,,,,,2,,,,,,7,,,,,,,,23.5,,0,0,0,
