date,person,plot,treatment,climate,transect,subplot,position,species,species_full,ID,x_coord,y_coord,new_bro20,rosette_spring_2020,area_spring_2020,number_leafs_spring_2020,number_rosettes,number_flowers_may_2020_before,number_flowers_02.-09.06.2020,number_flowers_oct_2020,seedling_spring_2020,seedling_autumn_2020,comments20,seedling_spring_2018,seedling_autumn_2018,seedling_spring_2019,seedling_autumn_2019,rosette_spring_2018,area_spring_2018,area_autumn_2018,rosette_spring_2019,area_spring_2019,number_flowers_spring_2019_after,number_flowers_spring_2019_before,number_flowers_fall_2019_after,leaf_length_spring_2018,leaf_length_autumn_2018,xleaf_spring_2018,xleaf_autumn_2018,xleaf_spring_2019,pla_xrosette_spring19,number_flowers_spring_2018_before,number_flowers_spring_2018_after,number_flowers_autumn_2018,flower_size,comments
24.04.2019,Julia_Martin,8_3,mowing,ambient,12,1,0 - 0.50,Cre_bie,Crepis_biennis ,,37,39,,,,,,,,,,,,,2,,1,,,,NA,,,,,,,,,9,,,,,,
23.04.2018,Martin,8_3,mowing,ambient,12,2,03.03.1950,Cre_bie,Crepis_biennis ,NA,NA,NA,,,,,,,,,,,,6,0,,,NA,NA,,NA,,,,,NA,,NA,,,,0,0,,NA,NA
23.04.2018,Lotte,8_3,mowing,ambient,12,3,06.06.1950,Cre_bie,Crepis_biennis ,,45,6.5,,,,,,,,,,,,31,2,,,NA,NA,,NA,,,,,13.5,,12,,,,0,0,,NA,
07.04.2020,Lotte,8_3,mowing,ambient,12,4,2.50 - 3,Cre_bie,Crepis_biennis ,1258,24,0,,,,10,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
24.04.2019,Julia_Martin,8_3,mowing,ambient,12,4,02.02.1950,Cre_bie,Crepis_biennis ,,4,2,,,,12,,,,,,,,,NA,,1,,,,NA,,,,,,,,,7,,,,,,
24.04.2019,Julia_Martin,8_3,mowing,ambient,12,4,02.02.1950,Cre_bie,Crepis_biennis ,,26,6,,,,,,,,,,,,,NA,,1,,,,NA,,,,,,,,,8,,,,,,
07.04.2020,Lotte,8_3,mowing,ambient,12,5,09.09.1950,Cre_bie,Crepis_biennis ,,16,8,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07.04.2020,Lotte,8_3,mowing,ambient,12,5,09.09.1950,Cre_bie,Crepis_biennis ,,21,27,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07.04.2020,Lotte,8_3,mowing,ambient,12,6,05.05.1950,Cre_bie,Crepis_biennis ,,43,30,,,,10,,,,,3,,maybe taraxacum,,,,,,,,,,,,,,,,,,,,,,,
07.04.2020,Lotte,8_3,mowing,ambient,12,6,05.05.1950,Cre_bie,Crepis_biennis ,,13,43,,,,9,,,,,3,,maybe taraxacum,,,,,,,,,,,,,,,,,,,,,,,
23.04.2018,Martin,8_3,mowing,ambient,12,6,05.05.1950,Cre_bie,Crepis_biennis ,,16,29,,,,,,,,,3,,,NA,NA,,,NA,NA,,NA,,,,,10,,8,,,,0,0,,NA,
23.04.2018,Martin,8_3,mowing,ambient,12,6,05.05.1950,Cre_bie,Crepis_biennis ,,34,16,,,,,,,,,3,,,NA,NA,,,NA,NA,,NA,,,,,11,,10,,,,0,0,,NA,
23.04.2018,Martin,8_3,mowing,ambient,12,6,05.05.1950,Cre_bie,Crepis_biennis ,,38,10,,,,11,,,,,3,,,NA,NA,,,NA,NA,,NA,,,,,12,,7,,8,,0,0,,NA,
24.04.2019,Lotte,8_3,mowing,ambient,12,6,05.05.1950,Cre_bie,Crepis_biennis ,,5,9,,,,16,,,,,3,,,,NA,,,,,,NA,,,,,,,,,9,,,,,,
24.04.2019,Lotte,8_3,mowing,ambient,12,6,05.05.1950,Cre_bie,Crepis_biennis ,,6,8,,,,13,,,,,3,,,,NA,,,,,,NA,,,,,,,,,7,,,,,,
24.04.2019,Lotte,8_3,mowing,ambient,12,6,05.05.1950,Cre_bie,Crepis_biennis ,,12,6.5,,,,,,,,,3,,,,NA,,,,,,NA,,,,,,,,,9,,,,,,
24.04.2019,Lotte,8_3,mowing,ambient,12,6,05.05.1950,Cre_bie,Crepis_biennis ,,14,3,,,,,,,,,3,,,,NA,,,,,,NA,,,,,,,,,10,,,,,,
24.04.2019,Lotte,8_3,mowing,ambient,12,6,05.05.1950,Cre_bie,Crepis_biennis ,,27,3,,,,,,,,,3,,,,NA,,,,,,NA,,,,,,,,,8,,,,,,
24.04.2019,Lotte,8_3,mowing,ambient,12,6,05.05.1950,Cre_bie,Crepis_biennis ,,39,26,,,,,,,,,3,,,,NA,,,,,,NA,,,,,,,,,7,,,,,,
24.04.2019,Lotte,8_3,mowing,ambient,12,6,05.05.1950,Cre_bie,Crepis_biennis ,,40,45,,,,,,,,,3,,,,NA,,,,,,NA,,,,,,,,,6,,,,,,
24.04.2019,Lotte,8_3,mowing,ambient,12,6,05.05.1950,Cre_bie,Crepis_biennis ,,21,27,,,,11,,,,,3,,,,NA,,,,,,NA,,,,,,,,,7,,,,,,
24.04.2019,Lotte,8_3,mowing,ambient,12,6,05.05.1950,Cre_bie,Crepis_biennis ,,10,38,,,,7,,,,,3,,maybe taraxacum,,NA,,,,,,NA,,,,,,,,,15,,,,,,
24.04.2019,Lotte,8_3,mowing,ambient,12,6,05.05.1950,Cre_bie,Crepis_biennis ,,10,37,,,,12,,,,,3,,,,NA,,,,,,NA,,,,13,,,,,7,,,,,,
24.04.2019,Lotte,8_3,mowing,ambient,12,6,05.05.1950,Cre_bie,Crepis_biennis ,,6,45,,,,,,,,,3,,,,NA,,,,,,NA,,,,,,,,,6,,,,,,
24.04.2019,Lotte,8_3,mowing,ambient,12,6,05.05.1950,Cre_bie,Crepis_biennis ,,17,42,,,,,,,,,3,,,,NA,,,,,,NA,,,,2,,,,,9,,,,,,
07.04.2020,Lotte,8_3,mowing,ambient,12,7,6.50 - 7,Cre_bie,Crepis_biennis ,,5,11,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07.04.2020,Lotte,8_3,mowing,ambient,12,7,6.50 - 7,Cre_bie,Crepis_biennis ,,36,20,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07.04.2020,Lotte,8_3,mowing,ambient,12,7,6.50 - 7,Cre_bie,Crepis_biennis ,,38,19,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.04.2018,Lotte,8_3,mowing,ambient,12,7,6.50 - 7,Cre_bie,Crepis_biennis ,,10,26.5,,,,,,,,,,,,NA,NA,,,NA,NA,,NA,,,,,11.5,,10,,,,0,0,,NA,
23.04.2018,Lotte,8_3,mowing,ambient,12,7,6.50 - 7,Cre_bie,Crepis_biennis ,,23,40,,,,,,,,,,,,NA,NA,,,NA,NA,,NA,,,,,14.5,,9,,,,0,0,,NA,
23.04.2018,Lotte,8_3,mowing,ambient,12,7,6.50 - 7,Cre_bie,Crepis_biennis ,,28,40,,,,,,,,,,,,NA,NA,,,NA,NA,,NA,,,,,11,,9,,,,0,0,,NA,
07.04.2020,Lotte,8_3,mowing,ambient,12,8,4.50 - 5,Cre_bie,Crepis_biennis ,,27,26,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.04.2018,Martin,8_3,mowing,ambient,12,8,4.50 - 5,Cre_bie,Crepis_biennis ,323,40,93,,,,,,,,,,,,NA,NA,,,NA,NA,,NA,,,,,14,,10,,,,0,0,,NA,
23.04.2018,Martin,8_3,mowing,ambient,12,8,4.50 - 5,Cre_bie,Crepis_biennis ,,42,4.5,,,,,,,,,,,,NA,NA,,,NA,NA,,NA,,,,,14,,12,,,,0,0,,NA,
24.04.2019,Lotte_julia,8_3,mowing,ambient,12,8,4.50 - 5,Cre_bie,Crepis_biennis ,,50,8.5,,,,,,,,,,,,,NA,,,,,,NA,,,,,,,,,10,,,,,,
24.04.2019,Lotte_julia,8_3,mowing,ambient,12,8,4.50 - 5,Cre_bie,Crepis_biennis ,,36,15,,,,12,,,,,,,,,NA,,,,,,NA,,,,,,,,,6,,,,,,
25.04.2018,Lotte,9_1,mowing,future,14,1,0 - 0.50,Cre_bie,Crepis_biennis ,NA,NA,NA,,,,,,,,,,,,24,0,,2,NA,NA,NA,NA,,,,,NA,NA,NA,NA,,,0,0,,NA,NA
25.04.2018,Martin,9_1,mowing,future,14,2,03.03.1950,Cre_bie,Crepis_biennis ,NA,NA,NA,,,,,,,,,,,,17,0,,,NA,NA,NA,NA,,,,,NA,,NA,,,,0,0,,NA,NA
25.04.2018,Lotte,9_1,mowing,future,14,3,06.06.1950,Cre_bie,Crepis_biennis ,NA,NA,NA,,,,,,,,,,,,20,0,1,1,NA,NA,NA,NA,,,,,NA,,NA,,,,0,0,,NA,NA
25.04.2019,Lotte,9_1,mowing,future,14,3,06.06.1950,Cre_bie,Crepis_biennis ,,31,5.5,,,,,,,,,,,,,0,1,1,,,,,,,,,,,,,8,,,,,,
25.04.2019,Lotte,9_1,mowing,future,14,3,06.06.1950,Cre_bie,Crepis_biennis ,,19,16,,,,,,,,,,,,,0,1,1,,,,,,,,,,,,,6,,,,,,
25.04.2018,Martin,9_1,mowing,future,14,4,09.09.1950,Cre_bie,Crepis_biennis ,,6,6,,,,,,,,,,,,NA,NA,,,NA,NA,,NA,,,,,23,,13,,,,0,0,,NA,
25.04.2018,Martin,9_1,mowing,future,14,4,09.09.1950,Cre_bie,Crepis_biennis ,,54.5,29,,,,,,,,,,,,NA,NA,,,NA,NA,,NA,,,,,19.5,,11,,,,0,0,,NA,
25.04.2018,Martin,9_1,mowing,future,14,5,07.07.1950,Cre_bie,Crepis_biennis ,,26.5,11,,,,,,,,,,,,NA,NA,1,4,NA,NA,,NA,,,,,20,,10,,,,0,0,,NA,
25.04.2018,Martin,9_1,mowing,future,14,5,07.07.1950,Cre_bie,Crepis_biennis ,,13,10,,,,,,,,,,,,NA,NA,1,4,NA,NA,,NA,,,,,13,,7,,,,0,0,,NA,
25.04.2019,Julia,9_1,mowing,future,14,5,07.07.1950,Cre_bie,Crepis_biennis ,,45,9,,,,,,,,,,,,,NA,1,4,,,,,,,,,,,,,17,,,,,,
25.04.2018,Lotte,9_1,mowing,future,14,7,02.02.1950,Cre_bie,Crepis_biennis ,,33,26,,,,,,,,,,,,NA,NA,,1,NA,NA,,NA,,,,,13,NA,12,NA,,,0,0,,NA,
25.04.2018,Lotte,9_1,mowing,future,14,7,02.02.1950,Cre_bie,Crepis_biennis ,,33,35,,,,,,,,,,,,NA,NA,,1,NA,NA,,NA,,,,,16,NA,9,NA,,,0,0,,NA,
25.04.2018,Lotte,9_1,mowing,future,14,7,02.02.1950,Cre_bie,Crepis_biennis ,,24,27,,,,,,,,,,,,NA,NA,,1,NA,NA,,NA,,,,,15,NA,10,NA,,,0,0,,NA,
25.04.2018,Martin,9_1,mowing,future,14,8,7.50 - 8,Cre_bie,Crepis_biennis ,342,8,20,,,,,,,,,,,,NA,NA,,,NA,NA,,NA,,,,,17,,10,,,,0,0,,NA,
25.04.2019,Lotte,9_1,mowing,future,14,8,7.50 - 8,Cre_bie,Crepis_biennis ,,9,2,,,,,,,,,,,,,NA,,,,,,,,0,0,0,,,,,12,,,,,,
24.04.2018,Lotte,9_4,grazing,future,13,1,0 - 0.50,Cre_bie,Crepis_biennis ,,44,3,,,,,,,,,,,,16,0,1,,NA,NA,,NA,,,,,10,,11,,,,0,0,,NA,
25.04.2019,Martin,9_4,grazing,future,13,1,0 - 0.50,Cre_bie,Crepis_biennis ,,17,26.5,,,,,,,,,,,,,0,1,,,,,,,0,0,0,,,,,6,,,,,,
24.04.2018,Martin,9_4,grazing,future,13,2,03.03.1950,Cre_bie,Crepis_biennis ,NA,NA,NA,,,,,,,,,,,,5,0,,,NA,NA,,NA,,,,,NA,,NA,,,,NA,NA,,NA,NA
24.04.2018,Lotte,9_4,grazing,future,13,3,06.06.1950,Cre_bie,Crepis_biennis ,,17,40,,,,,,,,,,,,9,0,,,NA,NA,,NA,,,,,11,,7,,,,0,0,,NA,
24.04.2018,Martin,9_4,grazing,future,13,4,09.09.1950,Cre_bie,Crepis_biennis ,,-19,16.5,,,,,,,,,,,,NA,NA,,,NA,NA,,5*5,25,not_counted,,,19,,10,,,,0,0,,NA,
24.04.2018,Lotte,9_4,grazing,future,13,5,1.50 - 2,Cre_bie,Crepis_biennis ,,15,20,,,,,,,,,,,,NA,NA,,1,NA,NA,,NA,,,,,14,,8,,,,0,0,,NA,
24.04.2018,Lotte,9_4,grazing,future,13,5,1.50 - 2,Cre_bie,Crepis_biennis ,,40,10,,,,,,,,,,,,NA,NA,,1,NA,NA,,NA,,,,,12.5,,10,,,,0,0,,NA,
24.04.2018,Lotte,9_4,grazing,future,13,5,1.50 - 2,Cre_bie,Crepis_biennis ,272,-9,40,,,,,,,,,,,,NA,NA,,1,NA,NA,,NA,,,,,21,,16,,,,0,0,,NA,
24.04.2018,Martin,9_4,grazing,future,13,6,08.08.1950,Cre_bie,Crepis_biennis ,,20,32,,,,,,,,,,,,NA,NA,,,NA,NA,,NA,,,,,17,,19,,,,0,0,,NA,
24.04.2018,Martin,9_4,grazing,future,13,6,08.08.1950,Cre_bie,Crepis_biennis ,,15,29,,,,,,,,,,,,NA,NA,,,NA,NA,,NA,,,,,14,,8,,,,0,0,,NA,
24.04.2018,Martin,9_4,grazing,future,13,6,08.08.1950,Cre_bie,Crepis_biennis ,,30,44,,,,,,,,,,,,NA,NA,,,NA,NA,,NA,,,,,11,,7,,,,0,0,,NA,
25.04.2019,Martin,9_4,grazing,future,13,6,08.08.1950,Cre_bie,Crepis_biennis ,,36,29,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,6,,,,,,
25.04.2019,Lotte_julia,9_4,grazing,future,13,7,05.05.1950,Cre_bie,Crepis_biennis ,,4,4,,,,,,,,,,,,,NA,,1,,,,,,0,0,0,,,,,10,,,,,,
25.04.2019,Lotte_julia,9_4,grazing,future,13,7,05.05.1950,Cre_bie,Crepis_biennis ,,9,8,,,,6,,,,,,,,,NA,,1,,,,,,0,0,0,,,,,5,,,,,,
24.04.2018,Martin,9_4,grazing,future,13,8,7.50 - 8,Cre_bie,Crepis_biennis ,,14,11,,,,,,,,,,,,NA,NA,,,NA,NA,,NA,,,,,14,,13,,,,0,0,,NA,
24.04.2018,Martin,9_4,grazing,future,13,8,7.50 - 8,Cre_bie,Crepis_biennis ,,29,19,,,,,,,,,,,,NA,NA,,,NA,NA,,NA,,,,,18.5,,18,,,,0,0,,NA,
24.04.2018,Martin,9_4,grazing,future,13,8,7.50 - 8,Cre_bie,Crepis_biennis ,,26,38,,,,,,,,,,,,NA,NA,,,NA,NA,,NA,,,,,20,,16,,,,0,0,,NA,
06.05.2019,Julia_Martin,1_1,mowing,ambient,18,1,0 - 0.50,Dia_car,Dianthus_carthusianorum,,43,22.5,,2*1.5,3,,,,,,1,10,,,0,,8,,,,2*4,8,,,1,,,,,,,,,,,
15.04.2020,Martin,1_1,mowing,ambient,18,1,0 - 0.50,Dia_car,Dianthus_carthusianorum,,2,47,,0.5*0.5,0.25,,,,,,1,,,,,,8,,,,,,,,,,,,,,,,,,,
21.08.2018,Lina,1_1,mowing,ambient,18,1,0 - 0.50,Dia_car,Dianthus_carthusianorum,NA,17,31,,3*4,12,,,,,,1,,,,0,,8,NA,NA,0.25,7*6,42,,,17,,,,,,,0,0,,NA,NA
15.04.2020,Martin,1_1,mowing,ambient,18,2,03.03.1950,Dia_car,Dianthus_carthusianorum,,10,20,,1*1,1,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,
27.04.2018,Martin,1_1,mowing,ambient,18,2,03.03.1950,Dia_car,Dianthus_carthusianorum,457,47,51,,6*8,48,,,,,,,,,NA,0,,,5*3,15,30,7*6,42,,,32,NA,,NA,,,,0,0,,NA,almost under frame
06.05.2019,Julia_Martin,1_1,mowing,ambient,18,5,2.50 - 3,Dia_car,Dianthus_carthusianorum,,8.5,31,,2.5*2,5,,,,,,,1,,,NA,,2,,,,3*2,6,,,,,,,,,,,,,,
27.10.2020,Martin_Simon,1_1,mowing,ambient,18,6,4.50 - 5,Dia_car,Dianthus_carthusianorum,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,
06.05.2019,Julia_Martin,1_1,mowing,ambient,18,8,01.01.1950,Dia_car,Dianthus_carthusianorum,,44.5,48,,6*5,30,,,,,,,1,,NA,NA,,2,,,,6*7,42,,,21,,,,,,,,,,,
05.11.2018,Lotte + Martin,1_3,grazing,ambient,17,2,03.03.1950,Dia_car,Dianthus_carthusianorum,NA,NA,NA,,,,,,,,,,,,NA,2,1,,NA,NA,NA,3*2,6,,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA
06.05.2019,Julia_Martin,1_3,grazing,ambient,17,2,03.03.1950,Dia_car,Dianthus_carthusianorum,,,,,,,,,,,,,,,,2,1,,,,,NA,,,,,,,,,,,,,,,
27.04.2018,Lotte,1_3,grazing,ambient,17,3,06.06.1950,Dia_car,Dianthus_carthusianorum,NA,-5,16,,3*3,9,,,,,,,,,NA,0,,,0.5*0.5,0.25,1.25,5*3,15,,,,NA,,NA,,,,0,0,,NA,Seedling?
06.05.2019,Lotte,1_3,grazing,ambient,17,5,07.07.1950,Dia_car,Dianthus_carthusianorum,,2,33,,6*4,24,,,,,,,,,,NA,,,,,,6*4,24,,,,,,,,,,,,,,
06.05.2019,Lotte,1_3,grazing,ambient,17,5,07.07.1950,Dia_car,Dianthus_carthusianorum,,0,50,,5*6,30,,,,,,,,,,NA,,,,,,7*5,35,,,1,,,,,,,,,,,
06.05.2019,Lotte,1_3,grazing,ambient,17,7,0.50 - 1,Dia_car,Dianthus_carthusianorum,,28,11,,2*2,4,,,,,,,,,,NA,,,,,,3*1,3,,,,,,,,,,,,,,
06.05.2019,Julia_Martin,1_3,grazing,ambient,17,8,2.50 - 3,Dia_car,Dianthus_carthusianorum,,39.5,15.5,,3*4,12,,,,,,,,,,NA,,,,,,5*4,20,,,,,,,,,,,,,,
15.08.2018,Martin,10_1,grazing,ambient,15,3,06.06.1950,Dia_car,Dianthus_carthusianorum,NA,17,0,,6*4,24,,,,,,,,,NA,0,,,1*1,1,6,3*6,18,,,,NA,,NA,,,,0,0,0,NA,NA
08.04.2020,Lotte,10_1,grazing,ambient,15,4,8.50 - 9,Dia_car,Dianthus_carthusianorum,,48,34,,2*2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08.04.2020,Lotte,10_1,grazing,ambient,15,4,8.50 - 9,Dia_car,Dianthus_carthusianorum,,47,22,,2*2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.04.2018,Lotte,10_1,grazing,ambient,15,5,05.05.1950,Dia_car,Dianthus_carthusianorum,NA,47,30,,3*3,9,,,,,,,,,NA,NA,,,5*2,10,9,3*2,6,,,,NA,,NA,,,,0,0,,NA,NA
26.04.2018,Martin,10_2,mowing,ambient,16,2,03.03.1950,Dia_car,Dianthus_carthusianorum,NA,25,20,,6*5,30,,,,2,,8,6,,NA,0,1,6,10*5,50,12,5*5,25,,,8,NA,,NA,,,,0,0,,NA,NA
26.04.2019,Julia_Martin,10_2,mowing,ambient,16,2,03.03.1950,Dia_car,Dianthus_carthusianorum,,18,15,,2*3,6,,,,,,8,,,,0,1,6,,,,3*2,6,,,,,,,,,,,,,,
26.04.2018,Martin,10_2,mowing,ambient,16,4,8.50 - 9,Dia_car,Dianthus_carthusianorum,NA,40,23,,,,,,,,,,,,NA,NA,,,4*2,8,,NA,,,,,NA,,NA,,,,0,0,,NA,NA
26.04.2018,Lotte,10_2,mowing,ambient,16,5,07.07.1950,Dia_car,Dianthus_carthusianorum,NA,49,3,,5*6,30,,,,,,,,,NA,NA,,1,7*5,35,56,9*5,45,,,27,NA,,NA,,,,0,0,4,NA,flowers differ
20.08.2018,Martin,10_2,mowing,ambient,16,8,04.04.1950,Dia_car,Dianthus_carthusianorum,NA,45,9,,5*5,25,,,,4,7,,4,,NA,NA,,1,NA,NA,10,5*4,20,,,11,,,,,,,0,0,,NA,NA
07.05.2019,Julia_Martin,2_2,grazing,future,19,1,0 - 0.50,Dia_car,Dianthus_carthusianorum,,29,41,,4*4,16,,,,,,,1,,,0,,,,,,3*3,9,,,,,,,,,,,,,,
15.04.2020,Lotte,2_2,grazing,future,19,1,0 - 0.50,Dia_car,Dianthus_carthusianorum,,23,6,,1*2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07.05.2019,Lotte,2_2,grazing,future,19,2,06.06.1950,Dia_car,Dianthus_carthusianorum,,40,31,,4*2,8,,,,,,1,,,,0,,1,,,,4*5,20,,,,,,,,,,,,,,
30.04.2018,Martin,2_2,grazing,future,19,2,03.03.1950,Dia_car,Dianthus_carthusianorum,NA,11,18,,7*10,70,,,,,,,,,NA,0,,1,3*2,6,20,7*6,42,,,7,NA,,NA,,,,0,0,,NA,NA
07.05.2019,Lotte,2_2,grazing,future,19,3,06.06.1950,Dia_car,Dianthus_carthusianorum,,32,30,,4*3,12,,,,,,6,9,,,0,,15,,,,3*3,9,,,,,,,,,,,,,,
07.05.2019,Lotte,2_2,grazing,future,19,3,06.06.1950,Dia_car,Dianthus_carthusianorum,,7,26,,4*4,16,,,,,,6,,,,0,,15,,,,3*3,9,,,,,,,,,,,,,,
07.05.2019,Lotte,2_2,grazing,future,19,3,06.06.1950,Dia_car,Dianthus_carthusianorum,,9,46,,5*5,25,,,,,,6,,,,0,,15,,,,6*5,30,,,16,,,,,,,,,,,
15.04.2020,Lotte,2_2,grazing,future,19,3,06.06.1950,Dia_car,Dianthus_carthusianorum,,16,32,,1*1,1,,,,,,6,,,,,,15,,,,,,,,,,,,,,,,,,,
21.08.2018,Martin,2_2,grazing,future,19,3,06.06.1950,Dia_car,Dianthus_carthusianorum,NA,32,23,,3*5,15,,,,,,6,,,,0,,15,NA,NA,20,3*5,15,,,8,,,,,,,0,0,0,NA,NA
07.05.2019,Lotte,2_2,grazing,future,19,4,09.09.1950,Dia_car,Dianthus_carthusianorum,,40,24,,,,,,,,,,1,,,NA,,,,,,1*1,1,,,,,,,,,,,,,,
30.04.2018,Martin,2_2,grazing,future,19,4,09.09.1950,Dia_car,Dianthus_carthusianorum,NA,37,25,,2*1,2,,,,,,,,,NA,NA,,,0.5*0.5,0.25,0.25,1.5*1,1.5,,,,NA,,NA,,,,0,0,,NA,NA
15.04.2020,Lotte,2_2,grazing,future,19,5,7.50 - 8,Dia_car,Dianthus_carthusianorum,,15,38,,2*2,4,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
15.04.2020,Lotte,2_2,grazing,future,19,5,7.50 - 8,Dia_car,Dianthus_carthusianorum,,20,23,,3*4,12,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
30.04.2018,Lotte + Georg,2_2,grazing,future,19,5,7.50 - 8,Dia_car,Dianthus_carthusianorum,494,60.5,49,,5*5,25,,,,,,1,4,,NA,NA,,18,1*1,1,6,5*4,20,,,6,NA,,NA,,,,0,0,,NA,NA
30.04.2018,Lotte + Georg,2_2,grazing,future,19,5,7.50 - 8,Dia_car,Dianthus_carthusianorum,NA,9,27,,11*9,99,,,,,,1,,,NA,NA,,18,6*6.5,39,49,10*9,90,,,9,NA,,NA,,,,0,0,,NA,NA
07.05.2019,Julia_Martin,2_2,grazing,future,19,7,02.02.1950,Dia_car,Dianthus_carthusianorum,,9,22,,4*4,16,,,,,,,,,,NA,,,,,,4*4,16,,,,,,,,,,,,,,
15.04.2020,Lotte,2_2,grazing,future,19,7,02.02.1950,Dia_car,Dianthus_carthusianorum,,8,16,,2*2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.04.2020,Lotte,2_2,grazing,future,19,7,02.02.1950,Dia_car,Dianthus_carthusianorum,,11,23,,2*2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.04.2020,Lotte,2_5,mowing,future,20,1,0 - 0.50,Dia_car,Dianthus_carthusianorum,,,,,,,,,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,,
15.04.2020,Lotte,2_5,mowing,future,20,2,03.03.1950,Dia_car,Dianthus_carthusianorum,,35,34,,3*4,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.08.2018,Martin,2_5,mowing,future,20,2,03.03.1950,Dia_car,Dianthus_carthusianorum,NA,13,36.5,,7*5,35,,,,,,,4,,NA,1,,,NA,NA,1,4*3,12,,,,,,,,,,0,0,0,NA,NA
20.08.2018,Martin,2_5,mowing,future,20,2,03.03.1950,Dia_car,Dianthus_carthusianorum,NA,37,46,,,,,,,,,,,,NA,1,,,NA,NA,2,NA,,,,,,,,,,,0,0,0,NA,NA
30.04.2018,Martin,2_5,mowing,future,20,2,03.03.1950,Dia_car,Dianthus_carthusianorum,NA,36,36,,,,,,,,,,,,NA,1,,,4*4,16,16,6*7,42,,,8,NA,,NA,,,,0,0,,NA,NA
30.04.2018,Lotte + Georg,2_5,mowing,future,20,3,06.06.1950,Dia_car,Dianthus_carthusianorum,NA,10.5,16,,,,,,,,,,,,NA,1,1,10,2*2,4,4,NA,,,,,NA,,NA,,,,0,0,,NA,NA
30.04.2018,Lotte + Georg,2_5,mowing,future,20,3,06.06.1950,Dia_car,Dianthus_carthusianorum,NA,16,15,,4*4,16,,,,,,,2,,NA,1,1,10,1*0.5,0.5,0,3*3,9,,,2,NA,,NA,,,,0,0,,NA,NA
07.05.2019,Lotte,2_5,mowing,future,20,4,8.50 - 9,Dia_car,,,18,43,,6*5,30,,,,,,,,,,NA,1,10,,,,5*4,20,,,14,,,,,,,,,,,
07.05.2019,Lotte,2_5,mowing,future,20,4,8.50 - 9,Dia_car,,,47,36,,2*1,2,,,,,,,,,,NA,1,10,,,,1*1,1,,,,,,,,,,,,,,
07.05.2019,Lotte,2_5,mowing,future,20,4,8.50 - 9,Dia_car,,,31,31,,2*1,2,,,,,,,5,,,NA,1,10,,,,0.5*1,0.5,,,,,,,,,,,,,,
14.08.2018,Lotte+Lina,2_5,mowing,future,20,4,8.50 - 9,Dia_car,Dianthus_carthusianorum,NA,20,4,,,,,,,,,,,,NA,NA,1,10,5*5,25,NA,NA,,,,,NA,,NA,,,,0,0,0,,
15.04.2020,Martin,2_5,mowing,future,20,4,8.50 - 9,Dia_car,Dianthus_carthusianorum,,18.5,30,,1*3,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,
30.04.2018,Martin,2_5,mowing,future,20,4,8.50 - 9,Dia_car,Dianthus_carthusianorum,465,-22,24.5,,5*5,25,,,,,,,,,NA,NA,1,10,1*1,1,NA,6*4,24,,,,NA,,NA,,,,0,0,,NA,NA
30.04.2018,Martin,2_5,mowing,future,20,4,8.50 - 9,Dia_car,Dianthus_carthusianorum,472,59,36,,3*3,9,,,,,,,,,NA,NA,1,10,1*2,2,1,2*3,6,,,1,NA,,NA,,,,0,0,,NA,NA
30.04.2018,Martin,2_5,mowing,future,20,4,8.50 - 9,Dia_car,Dianthus_carthusianorum,473,-2,22,,4*3,12,,,,,,,,,NA,NA,1,10,4.5*4,18,6,4*5,20,1,1,15,NA,,NA,,,,0,0,,NA,NA
30.04.2018,Martin,2_5,mowing,future,20,4,8.50 - 9,Dia_car,Dianthus_carthusianorum,481,65,22,,3*4,12,,,,,,,,,NA,NA,1,10,2*2,4,NA,6*6,36,,,,NA,,NA,,,,0,0,,NA,NA
30.04.2018,Martin,2_5,mowing,future,20,4,8.50 - 9,Dia_car,Dianthus_carthusianorum,NA,20,28.5,,3*3,9,,,,,,,,,NA,NA,1,10,0.5*0.5,0.25,0.25,3*2,6,,,,NA,,NA,,,,0,0,,NA,NA
